project_id,city,province,city_confidence,notes,override_source,resolution_class,evidence_url,evidence_type,external_evidence_url,reviewer,review_date
2024_2024_first_batch_0124,Binzhou,Shandong,high,Weiqiao textile Binzhou. (registry match: 魏桥纺织),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0125,Jinan,Shandong,high,Meide cast iron Jinan. (registry match: 玫德集团),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0126,Dezhou,Shandong,high,Hualu Hengsheng chemical in Dezhou. (registry match: 山东华鲁恒升),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0127,Jining,Shandong,high,Shantui construction machinery Jining. (registry match: 山推工程机械),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0128,Binzhou,Shandong,high,Hongqiao aluminum Binzhou. (registry match: 山东宏桥新型材料),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0129,Binzhou,Shandong,high,Befar chemical Binzhou. (registry match: 滨化集团),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0130,Luoyang,Henan,high,AVIC Jonhon Luoyang. (registry match: 中航光电),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0131,Changyuan,Henan,high,Weihua cranes Henan Changyuan. (registry match: 卫华集团),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0132,Luoyang,Henan,high,YTO Group Luoyang. (registry match: 第一拖拉机),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0133,Mengzhou,Henan,high,Zhongyuan Neipei Jiaozuo/Mengzhou. (registry match: 中原内配),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0134,Xuchang,Henan,high,Xuji metering Xuchang. (registry match: 河南许继仪表),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0135,Pingdingshan,Henan,high,Pinggao switchgear Pingdingshan. (registry match: 河南平高电气),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0138,Zhengzhou,Henan,high,SF Diamond Zhengzhou. (registry match: 河南四方达),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0140,Yichang,Hubei,high,Angel Yeast Yichang. (registry match: 安琪酵母),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0141,Wuhan,Hubei,high,Corporate-location evidence from documented B2 research; not necessarily project-specific plant-location evidence. Official contact page gives 中国武汉光谷大道9号.,external_verification_queue,external_evidence_verified,https://www.yofc.com/list/244.html,company_site_registry,https://www.yofc.com/list/244.html,,
2024_2024_first_batch_0143,Wuhan,Hubei,high,Third-party or government registry evidence from documented B2 research. Hubei shipbuilding administrative filing lists registration and production address in 武汉市新洲区.,external_verification_queue,external_evidence_verified,https://www.hbjmrh.gov.cn/wcm.files/upload/CMShbgb/202503/202503280502045.pdf,project_registry,https://www.hbjmrh.gov.cn/wcm.files/upload/CMShbgb/202503/202503280502045.pdf,,
2024_2024_first_batch_0145,Huangshi,Hubei,high,Hongsheng copper Huangshi. (registry match: 阳新弘盛铜业),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0146,Xiangyang,Hubei,high,Sanhuan forging Xiangyang. (registry match: 湖北三环锻造),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0147,Daye,Hubei,high,Jingpai spirits Huangshi/Daye. (registry match: 劲牌有限),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0148,Hanchuan,Hubei,high,Tripod PCB Hubei plant. (registry match: 健鼎（湖北）),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0149,Wuhan,Hubei,high,city from parenthetical in firm name: 武汉,firm_parenthetical,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_parenthetical,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0150,Xiangyang,Hubei,high,Huitian adhesive Xiangyang. (registry match: 湖北回天新材料),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0151,Huangshi,Hubei,high,Huaxin Cement Huangshi. (registry match: 华新水泥),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0152,Yichang,Hubei,high,Xingfa chemical in Yichang. (registry match: 湖北兴发化工),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0153,Changsha,Hunan,high,Annual report mirror lists registered/office address 湖南浏阳生物医药园 and defines 长沙蓝思 as subsidiary. Supports Changsha area; reviewer should ensure city mapping to Changsha/浏阳 accepted.,external_verification_queue,external_evidence_verified,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10818840,company_annual_report,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10818840,,
2024_2024_first_batch_0154,Changsha,Hunan,high,Corporate-location evidence from documented B2 research; not necessarily project-specific plant-location evidence. Official contact page lists address 湖南省长沙县星沙产业基地凉塘东路1335号山河工业城. Strong evidence.,external_verification_queue,external_evidence_verified,https://www.sunward.com.cn/lxwm/,company_site_registry,https://www.sunward.com.cn/lxwm/,,
2024_2024_first_batch_0155,Yueyang,Hunan,high,Kelun pharma Hunan. (registry match: 湖南科伦制药),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0156,Changsha,Hunan,high,Corporate-location evidence from documented B2 research; not necessarily project-specific plant-location evidence. Official contact page lists address 湖南省长沙市银盆南路361号 and branch addresses in Changsha. Good corporate-location evidence; project-specific excavator factory may require branch/factory mapping.,external_verification_queue,external_evidence_verified,https://www.zoomlion.com/about/contact.html,company_site_registry,https://www.zoomlion.com/about/contact.html,,
2024_2024_first_batch_0157,Changsha,Hunan,high,Corporate-location evidence from documented B2 research; not necessarily project-specific plant-location evidence. Official Bosch China page lists 湖南省长沙市星沙漓湘中路26号 and describes Changsha operations. Strong evidence.,external_verification_queue,external_evidence_verified,https://www.bosch.com.cn/our-company/bosch-in-china/bosch-automotive-products-changsha/,company_site_registry,https://www.bosch.com.cn/our-company/bosch-in-china/bosch-automotive-products-changsha/,,
2024_2024_first_batch_0158,Xiangtan,Hunan,high,City token '湘潭' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0159,Changde,Hunan,high,Yunjian weapons Changde. (registry match: 湖南云箭集团),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0160,Changsha,Hunan,high,Corporate-location evidence from documented B2 research; not necessarily project-specific plant-location evidence. Official Sany contact page lists global headquarters at 湖南省长沙经济技术开发区三一工业城. Strong corporate-location evidence; project-specific factory match should be reviewed.,external_verification_queue,external_evidence_verified,https://www.sanyglobal.com/cn/contact_us/,company_site_registry,https://www.sanyglobal.com/cn/contact_us/,,
2024_2024_first_batch_0161,Changsha,Hunan,high,Corporate-location evidence from documented B2 research; not necessarily project-specific plant-location evidence. Official contact page lists 湖南省长沙市宁乡高新技术产业园区金洲大道东128号. Strong evidence.,external_verification_queue,external_evidence_verified,https://www.sinoboom.com.cn/contact/index.html,company_site_registry,https://www.sinoboom.com.cn/contact/index.html,,
2024_2024_first_batch_0162,Zhanjiang,Guangdong,high,City token '中科（广东）炼化' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0163,Maoming,Guangdong,high,Guangdong Petrochemical in Maoming. (registry match: 广东石化),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0164,Shenzhen,Guangdong,high,China Resources Sanjiu pharmaceutical operations in Shenzhen. (registry match: 华润三九医药),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0165,Huizhou,Guangdong,high,City token '惠州' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0166,Foshan,Guangdong,high,Midea Shunde/Foshan appliance manufacturing base. (registry match: 广东美的制冷设备),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0167,Zhanjiang,Guangdong,high,City token '宝钢湛江' in legal entity name; province-only MIIT location.,firm_embedded_city_token,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_embedded_city_token,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0169,Guangzhou,Guangdong,high,Hitachi Elevator China plant in Guangzhou. (registry match: 日立电梯),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0170,Zhuhai,Guangdong,high,city from parenthetical in firm name: 珠海金湾,firm_parenthetical,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_parenthetical,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0171,Guangzhou,Guangdong,high,Zeiss optical in Guangzhou development zone. (registry match: 卡尔蔡司光学),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0172,Guangzhou,Guangdong,high,Branch city from 分公司 pattern: 广州,project_branch_city,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,project_branch_city,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0173,Guangzhou,Guangdong,high,Third-party or government registry evidence from documented B2 research. Guangzhou environmental document states project location at 广州市番禺区龙泽路239号 and describes factory project.,external_verification_queue,external_evidence_verified,https://sthjj.gz.gov.cn/attachment/7/7866/7866285/9762178.pdf,project_registry,https://sthjj.gz.gov.cn/attachment/7/7866/7866285/9762178.pdf,,
2024_2024_first_batch_0174,Shenzhen,Guangdong,high,CSCEC steel structure Guangdong base in Shenzhen. (registry match: 中建钢构广东),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0176,Beihai,Guangxi,high,Sinopec Beihai refinery. (registry match: 中国石化北海炼化),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0177,Yulin,Guangxi,high,Yuchai diesel engines Yulin. (registry match: 广西玉柴机器),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0178,Qinzhou,Guangxi,high,Huayi energy chemical Qinzhou. (registry match: 广西华谊能源化工),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0179,Liuzhou,Guangxi,high,SAIC-GM-Wuling Liuzhou. (registry match: 上汽通用五菱),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0180,Baise,Guangxi,high,CR Cement Tianyang Baise. (registry match: 华润水泥（田阳）),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0181,Sanya,Hainan,high,Branch city from 分公司 pattern: 海南,project_branch_city,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,project_branch_city,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0182,Haikou,Hainan,high,Jinpan electric Haikou. (registry match: 海南金盘智能),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0183,Chongqing,Chongqing,exact,location field is direct municipality: 重庆市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0184,Chongqing,Chongqing,exact,location field is direct municipality: 重庆市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0185,Chongqing,Chongqing,exact,location field is direct municipality: 重庆市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0186,Chongqing,Chongqing,exact,location field is direct municipality: 重庆市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0187,Chongqing,Chongqing,exact,location field is direct municipality: 重庆市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0188,Chongqing,Chongqing,exact,location field is direct municipality: 重庆市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0189,Chongqing,Chongqing,exact,location field is direct municipality: 重庆市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0190,Luzhou,Sichuan,high,Luzhou Laojiao spirits. (registry match: 泸州老窖),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0191,Mianyang,Sichuan,high,Changhong electronics in Mianyang. (registry match: 四川长虹电器),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0193,Chengdu,Sichuan,high,Registry profile lists address 成都高新区合作路689号. Third-party registry; acceptable only if policy allows project_registry.,external_verification_queue,external_evidence_verified,https://www.qichamao.com/orgcompany/searchitemdtl/1f5545caec2aec6cb1d0a62fb88d0cf4.html,project_registry,https://www.qichamao.com/orgcompany/searchitemdtl/1f5545caec2aec6cb1d0a62fb88d0cf4.html,,
2024_2024_first_batch_0194,Chengdu,Sichuan,high,Third-party or government registry evidence from documented B2 research. Public procurement registry lists address 中国（四川）自由贸易试验区成都市双流区西南航空港经济开发区空港五路1888号. Strong registry evidence.,external_verification_queue,external_evidence_verified,https://ggzy.qingdao.gov.cn/PortalQDManage/ShareResources/CorpInfo?corpGuid=11c219be-a12d-4964-bcad-19d09df8117a,project_registry,https://ggzy.qingdao.gov.cn/PortalQDManage/ShareResources/CorpInfo?corpGuid=11c219be-a12d-4964-bcad-19d09df8117a,,
2024_2024_first_batch_0195,Deyang,Sichuan,high,DEC steam turbines Deyang. (registry match: 东方电气集团东方汽轮机),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0196,Xichang,Sichuan,high,Pangang Xichang steel. (registry match: 攀钢集团西昌钢钒),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0197,Chengdu,Sichuan,high,Corporate-location evidence from documented B2 research; not necessarily project-specific plant-location evidence. Official Tongwei Solar page states Chengdu company is located in 成都市双流区 and describes high-efficiency cell production lines. Strong production-location evidence.,external_verification_queue,external_evidence_verified,https://cell.tongwei.cn/,company_site_registry,https://cell.tongwei.cn/,,
2024_2024_first_batch_0198,Deyang,Sichuan,high,DEC generators Deyang. (registry match: 东方电气集团东方电机),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0199,Chengdu,Sichuan,high,city from parenthetical in firm name: 成都,firm_parenthetical,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_parenthetical,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0200,Liupanshui,Guizhou,high,Panjiang civil explosives. (registry match: 贵州盘江民爆),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0201,Kunming,Yunnan,high,Yuntianhua petrochemical. (registry match: 云南云天化石化),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0202,Wenshan,Yunnan,high,Wenshan aluminum smelter. (registry match: 云南文山铝业),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0203,Lhasa,Tibet,high,Qizheng Tibetan medicine Lhasa. (registry match: 西藏奇正藏药),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0204,Xi'an,Shaanxi,high,2024 annual report mirror lists registered and office address 陕西省西安市阎良区西飞大道一号. Good evidence; prefer SZSE/CNINFO PDF if available.,external_verification_queue,external_evidence_verified,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10838171&stockid=000768,company_annual_report,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10838171&stockid=000768,,
2024_2024_first_batch_0205,Xi'an,Shaanxi,high,city from parenthetical in firm name: 西安,firm_parenthetical,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_parenthetical,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0207,Xi'an,Shaanxi,high,Third-party or government registry evidence from documented B2 research. Bidding notice gives招标人 address 陕西省西安市高新区锦业路129号.,external_verification_queue,external_evidence_verified,https://chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202309/ff808081870df1e9018adab9554103de.html,project_registry,https://chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202309/ff808081870df1e9018adab9554103de.html,,
2024_2024_first_batch_0208,Xi'an,Shaanxi,high,Corporate-location evidence from documented B2 research; not necessarily project-specific plant-location evidence. Official Hande contact page lists 陕西省西安经济技术开发区泾渭工业园16号. Strong evidence.,external_verification_queue,external_evidence_verified,https://www.hdcq.com/about/contact_us.htm,company_site_registry,https://www.hdcq.com/about/contact_us.htm,,
2024_2024_first_batch_0209,Xi'an,Shaanxi,high,University recruitment page lists庆安集团西安地址大庆路628号; third-party but non-list.,external_verification_queue,external_evidence_verified,https://job.tyust.edu.cn/detail/online?id=3347959&menu_id=,project_registry,https://job.tyust.edu.cn/detail/online?id=3347959&menu_id=,,
2024_2024_first_batch_0210,Xianyang,Shaanxi,high,Jidong Heidelberg cement Xianyang. (registry match: 冀东海德堡（泾阳）),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0212,Golmud,Qinghai,high,CITIC Guoan lithium Golmud. (registry match: 青海中信国安锂业),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0213,Yinchuan,Ningxia,high,Mengniu dairy Ningxia. (registry match: 蒙牛乳业（宁夏）),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0214,Wuzhong,Ningxia,high,Wuzhong instrument Ningxia. (registry match: 吴忠仪表),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0215,Wuzhong,Ningxia,high,赛马 cement Wuzhong. (registry match: 吴忠赛马),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0216,Urumqi,Xinjiang,high,Goldwind wind turbines Xinjiang. (registry match: 金风科技),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0217,Urumqi,Xinjiang,high,Tianchi energy coal Xinjiang. (registry match: 新疆天池能源),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0218,Changji,Xinjiang,high,TBEA electric Changji. (registry match: 特变电工智能电气),firm_registry_match,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,firm_registry_match,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0219,Karamay,Xinjiang,high,Branch city from 分公司 pattern: 独山子石化,project_branch_city,rule_based_text_inference,https://cn.solarbe.com/news/20250103/92225.html,project_branch_city,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0220,Dalian,Liaoning,exact,location is prefecture-level city: 大连市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0221,Qingdao,Shandong,exact,location is prefecture-level city: 青岛市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0222,Qingdao,Shandong,exact,location is prefecture-level city: 青岛市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0223,Qingdao,Shandong,exact,location is prefecture-level city: 青岛市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0224,Qingdao,Shandong,exact,location is prefecture-level city: 青岛市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0225,Qingdao,Shandong,exact,location is prefecture-level city: 青岛市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0226,Qingdao,Shandong,exact,location is prefecture-level city: 青岛市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0227,Qingdao,Shandong,exact,location is prefecture-level city: 青岛市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0228,Ningbo,Zhejiang,exact,location is prefecture-level city: 宁波市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0229,Ningbo,Zhejiang,exact,location is prefecture-level city: 宁波市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0230,Xiamen,Fujian,exact,location is prefecture-level city: 厦门市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0231,Xiamen,Fujian,exact,location is prefecture-level city: 厦门市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0232,Xiamen,Fujian,exact,location is prefecture-level city: 厦门市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0233,Xiamen,Fujian,exact,location is prefecture-level city: 厦门市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0234,Shenzhen,Guangdong,exact,location is prefecture-level city: 深圳市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2024_2024_first_batch_0235,Shenzhen,Guangdong,exact,location is prefecture-level city: 深圳市,miit_location_field,official_location_exact,https://cn.solarbe.com/news/20250103/92225.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2025_2025_excellence_batch_0001,Beijing,Beijing,exact,location field is direct municipality: 北京,miit_location_field,official_location_exact,https://jlts.com.cn/i/news/detail/2571072131159669662.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2025_2025_excellence_batch_0002,Beijing,Beijing,exact,location field is direct municipality: 北京,miit_location_field,official_location_exact,https://jlts.com.cn/i/news/detail/2571072131159669662.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2025_2025_excellence_batch_0003,Beijing,Beijing,exact,location field is direct municipality: 北京,miit_location_field,official_location_exact,https://jlts.com.cn/i/news/detail/2571072131159669662.html,miit_location_field,,geo_audit_pipeline,2026-05-20
2025_2025_excellence_batch_0004,Beijing,Beijing,exact,location field is direct municipality: 北京,miit_location_field,official_location_exact,https://jlts.com.cn/i/news/detail/2571072131159669662.html,miit_location_field,,geo_audit_pipeline,2026-05-20
