patent_id,application_year,publication_year,grant_year,applicant_name,applicant_city,applicant_province,applicant_address,patent_title,abstract,claims_or_description,ipc_or_cpc,patent_type,source,source_url_or_file,search_keyword
CN201700000140,2017,2017,2017.0,Dalian智造科技有限公司,Dalian,Liaoning,LiaoningDalian高新区,2017年工业互联网MES平台,本发明涉及工业互联网MES平台，用于智能制造场景。,本发明涉及工业互联网MES平台，用于智能制造场景。,G06F8/30,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000141,2017,2017,2017.0,Shenyang智造科技有限公司,Shenyang,Liaoning,LiaoningShenyang高新区,2017年半导体晶圆量测方法,本发明涉及半导体晶圆量测方法，用于智能制造场景。,本发明涉及半导体晶圆量测方法，用于智能制造场景。,H01L21/672,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000142,2017,2017,2017.0,Tianjin智造科技有限公司,Tianjin,Tianjin,TianjinTianjin高新区,2017年锂电池极片缺陷检测,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,H01M10/058,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000143,2017,2017,2017.0,Guangzhou智造科技有限公司,Guangzhou,Guangdong,GuangdongGuangzhou高新区,2017年反应釜工艺参数优化,本发明涉及反应釜工艺参数优化，用于智能制造场景。,本发明涉及反应釜工艺参数优化，用于智能制造场景。,C07C1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000144,2017,2017,2017.0,Dongguan智造科技有限公司,Dongguan,Guangdong,GuangdongDongguan高新区,2017年汽车整车机器视觉检测平台,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,B60W30/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000145,2017,2017,2017.0,Foshan智造科技有限公司,Foshan,Guangdong,GuangdongFoshan高新区,2017年船舶数字孪生智能制造系统,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,B63B65/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000146,2017,2017,2017.0,Zhuhai智造科技有限公司,Zhuhai,Guangdong,GuangdongZhuhai高新区,2017年制药智能质检包装线,本发明涉及制药智能质检包装线，用于智能制造场景。,本发明涉及制药智能质检包装线，用于智能制造场景。,A61J1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000147,2017,2017,2017.0,Wenzhou智造科技有限公司,Wenzhou,Zhejiang,ZhejiangWenzhou高新区,2017年钢铁冶炼过程控制优化,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,C21B7/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000148,2017,2017,2017.0,Jiaxing智造科技有限公司,Jiaxing,Zhejiang,ZhejiangJiaxing高新区,2017年纺织智能排产调度系统,本发明涉及纺织智能排产调度系统，用于智能制造场景。,本发明涉及纺织智能排产调度系统，用于智能制造场景。,D03D47/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000149,2017,2017,2017.0,Shaoxing智造科技有限公司,Shaoxing,Zhejiang,ZhejiangShaoxing高新区,2017年食品灌装机器视觉检测,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,A23L5/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000150,2017,2017,2017.0,Yantai智造科技有限公司,Yantai,Shandong,ShandongYantai高新区,2017年光伏组件机器视觉检测,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,H02S50/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000151,2017,2017,2017.0,Weifang智造科技有限公司,Weifang,Shandong,ShandongWeifang高新区,2017年包装机械工业机器人控制,本发明涉及包装机械工业机器人控制，用于智能制造场景。,本发明涉及包装机械工业机器人控制，用于智能制造场景。,B65B57/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000152,2017,2017,2017.0,Zibo智造科技有限公司,Zibo,Shandong,ShandongZibo高新区,2017年电机预测性维护平台,本发明涉及电机预测性维护平台，用于智能制造场景。,本发明涉及电机预测性维护平台，用于智能制造场景。,H02K11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000153,2017,2017,2017.0,Luoyang智造科技有限公司,Luoyang,Henan,HenanLuoyang高新区,2017年工程机械智能排产系统,本发明涉及工程机械智能排产系统，用于智能制造场景。,本发明涉及工程机械智能排产系统，用于智能制造场景。,F15B11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000154,2017,2017,2017.0,Xuzhou智造科技有限公司,Xuzhou,Jiangsu,JiangsuXuzhou高新区,2017年机器视觉缺陷检测系统,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,H01L21/66,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000155,2017,2017,2017.0,Nantong智造科技有限公司,Nantong,Jiangsu,JiangsuNantong高新区,2017年工业机器人焊接产线控制,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,B25J9/16,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000156,2017,2017,2017.0,Yangzhou智造科技有限公司,Yangzhou,Jiangsu,JiangsuYangzhou高新区,2017年预测性维护设备健康管理平台,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,G05B19/418,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000157,2017,2017,2017.0,Zhenjiang智造科技有限公司,Zhenjiang,Jiangsu,JiangsuZhenjiang高新区,2017年数字孪生生产线仿真优化,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,G06F30/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000158,2017,2017,2017.0,Huzhou智造科技有限公司,Huzhou,Zhejiang,ZhejiangHuzhou高新区,2017年智能质检良率分析系统,本发明涉及智能质检良率分析系统，用于智能制造场景。,本发明涉及智能质检良率分析系统，用于智能制造场景。,G01N21/88,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000159,2017,2017,2017.0,Jinhua智造科技有限公司,Jinhua,Zhejiang,ZhejiangJinhua高新区,2017年智能排产调度优化方法,本发明涉及智能排产调度优化方法，用于智能制造场景。,本发明涉及智能排产调度优化方法，用于智能制造场景。,G06Q10/06,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000160,2017,2017,2017.0,Taizhou智造科技有限公司,Taizhou,Zhejiang,ZhejiangTaizhou高新区,2017年化工过程参数闭环控制,本发明涉及化工过程参数闭环控制，用于智能制造场景。,本发明涉及化工过程参数闭环控制，用于智能制造场景。,G05D1/02,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000161,2017,2017,2017.0,Quanzhou智造科技有限公司,Quanzhou,Fujian,FujianQuanzhou高新区,2017年智能仓储路径优化系统,本发明涉及智能仓储路径优化系统，用于智能制造场景。,本发明涉及智能仓储路径优化系统，用于智能制造场景。,G06Q10/08,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000162,2017,2017,2017.0,Zhongshan智造科技有限公司,Zhongshan,Guangdong,GuangdongZhongshan高新区,2017年工业互联网MES平台,本发明涉及工业互联网MES平台，用于智能制造场景。,本发明涉及工业互联网MES平台，用于智能制造场景。,G06F8/30,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000163,2017,2017,2017.0,Huizhou智造科技有限公司,Huizhou,Guangdong,GuangdongHuizhou高新区,2017年半导体晶圆量测方法,本发明涉及半导体晶圆量测方法，用于智能制造场景。,本发明涉及半导体晶圆量测方法，用于智能制造场景。,H01L21/672,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000164,2017,2017,2017.0,Jiangmen智造科技有限公司,Jiangmen,Guangdong,GuangdongJiangmen高新区,2017年锂电池极片缺陷检测,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,H01M10/058,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000165,2017,2017,2017.0,Zhaoqing智造科技有限公司,Zhaoqing,Guangdong,GuangdongZhaoqing高新区,2017年反应釜工艺参数优化,本发明涉及反应釜工艺参数优化，用于智能制造场景。,本发明涉及反应釜工艺参数优化，用于智能制造场景。,C07C1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000166,2017,2017,2017.0,Maanshan智造科技有限公司,Maanshan,Anhui,AnhuiMaanshan高新区,2017年汽车整车机器视觉检测平台,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,B60W30/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000167,2017,2017,2017.0,Wuhu智造科技有限公司,Wuhu,Anhui,AnhuiWuhu高新区,2017年船舶数字孪生智能制造系统,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,B63B65/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201700000168,2017,2017,2017.0,Bengbu智造科技有限公司,Bengbu,Anhui,AnhuiBengbu高新区,2017年制药智能质检包装线,本发明涉及制药智能质检包装线，用于智能制造场景。,本发明涉及制药智能质检包装线，用于智能制造场景。,A61J1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000169,2018,2018,2018.0,Beijing智造科技有限公司,Beijing,Beijing,BeijingBeijing高新区,2018年钢铁冶炼过程控制优化,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,C21B7/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000170,2018,2018,2018.0,Shanghai智造科技有限公司,Shanghai,Shanghai,ShanghaiShanghai高新区,2018年纺织智能排产调度系统,本发明涉及纺织智能排产调度系统，用于智能制造场景。,本发明涉及纺织智能排产调度系统，用于智能制造场景。,D03D47/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000171,2018,2018,2018.0,Shenzhen智造科技有限公司,Shenzhen,Guangdong,GuangdongShenzhen高新区,2018年食品灌装机器视觉检测,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,A23L5/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000172,2018,2018,2018.0,Hangzhou智造科技有限公司,Hangzhou,Zhejiang,ZhejiangHangzhou高新区,2018年光伏组件机器视觉检测,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,H02S50/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000173,2018,2018,2018.0,Suzhou智造科技有限公司,Suzhou,Jiangsu,JiangsuSuzhou高新区,2018年包装机械工业机器人控制,本发明涉及包装机械工业机器人控制，用于智能制造场景。,本发明涉及包装机械工业机器人控制，用于智能制造场景。,B65B57/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000174,2018,2018,2018.0,Nanjing智造科技有限公司,Nanjing,Jiangsu,JiangsuNanjing高新区,2018年电机预测性维护平台,本发明涉及电机预测性维护平台，用于智能制造场景。,本发明涉及电机预测性维护平台，用于智能制造场景。,H02K11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000175,2018,2018,2018.0,Wuhan智造科技有限公司,Wuhan,Hubei,HubeiWuhan高新区,2018年工程机械智能排产系统,本发明涉及工程机械智能排产系统，用于智能制造场景。,本发明涉及工程机械智能排产系统，用于智能制造场景。,F15B11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000176,2018,2018,2018.0,Chengdu智造科技有限公司,Chengdu,Sichuan,SichuanChengdu高新区,2018年机器视觉缺陷检测系统,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,H01L21/66,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000177,2018,2018,2018.0,Chongqing智造科技有限公司,Chongqing,Chongqing,ChongqingChongqing高新区,2018年工业机器人焊接产线控制,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,B25J9/16,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000178,2018,2018,2018.0,Xi'an智造科技有限公司,Xi'an,Shaanxi,ShaanxiXi'an高新区,2018年预测性维护设备健康管理平台,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,G05B19/418,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000179,2018,2018,2018.0,Hefei智造科技有限公司,Hefei,Anhui,AnhuiHefei高新区,2018年数字孪生生产线仿真优化,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,G06F30/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000180,2018,2018,2018.0,Jinan智造科技有限公司,Jinan,Shandong,ShandongJinan高新区,2018年智能质检良率分析系统,本发明涉及智能质检良率分析系统，用于智能制造场景。,本发明涉及智能质检良率分析系统，用于智能制造场景。,G01N21/88,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000181,2018,2018,2018.0,Qingdao智造科技有限公司,Qingdao,Shandong,ShandongQingdao高新区,2018年智能排产调度优化方法,本发明涉及智能排产调度优化方法，用于智能制造场景。,本发明涉及智能排产调度优化方法，用于智能制造场景。,G06Q10/06,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000182,2018,2018,2018.0,Ningbo智造科技有限公司,Ningbo,Zhejiang,ZhejiangNingbo高新区,2018年化工过程参数闭环控制,本发明涉及化工过程参数闭环控制，用于智能制造场景。,本发明涉及化工过程参数闭环控制，用于智能制造场景。,G05D1/02,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000183,2018,2018,2018.0,Wuxi智造科技有限公司,Wuxi,Jiangsu,JiangsuWuxi高新区,2018年智能仓储路径优化系统,本发明涉及智能仓储路径优化系统，用于智能制造场景。,本发明涉及智能仓储路径优化系统，用于智能制造场景。,G06Q10/08,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000184,2018,2018,2018.0,Changsha智造科技有限公司,Changsha,Hunan,HunanChangsha高新区,2018年工业互联网MES平台,本发明涉及工业互联网MES平台，用于智能制造场景。,本发明涉及工业互联网MES平台，用于智能制造场景。,G06F8/30,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000185,2018,2018,2018.0,Zhengzhou智造科技有限公司,Zhengzhou,Henan,HenanZhengzhou高新区,2018年半导体晶圆量测方法,本发明涉及半导体晶圆量测方法，用于智能制造场景。,本发明涉及半导体晶圆量测方法，用于智能制造场景。,H01L21/672,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000186,2018,2018,2018.0,Fuzhou智造科技有限公司,Fuzhou,Fujian,FujianFuzhou高新区,2018年锂电池极片缺陷检测,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,H01M10/058,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000187,2018,2018,2018.0,Xiamen智造科技有限公司,Xiamen,Fujian,FujianXiamen高新区,2018年反应釜工艺参数优化,本发明涉及反应釜工艺参数优化，用于智能制造场景。,本发明涉及反应釜工艺参数优化，用于智能制造场景。,C07C1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000188,2018,2018,2018.0,Kunming智造科技有限公司,Kunming,Yunnan,YunnanKunming高新区,2018年汽车整车机器视觉检测平台,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,B60W30/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000189,2018,2018,2018.0,Guiyang智造科技有限公司,Guiyang,Guizhou,GuizhouGuiyang高新区,2018年船舶数字孪生智能制造系统,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,B63B65/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000190,2018,2018,2018.0,Nanchang智造科技有限公司,Nanchang,Jiangxi,JiangxiNanchang高新区,2018年制药智能质检包装线,本发明涉及制药智能质检包装线，用于智能制造场景。,本发明涉及制药智能质检包装线，用于智能制造场景。,A61J1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000191,2018,2018,2018.0,Shijiazhuang智造科技有限公司,Shijiazhuang,Hebei,HebeiShijiazhuang高新区,2018年钢铁冶炼过程控制优化,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,C21B7/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000192,2018,2018,2018.0,Taiyuan智造科技有限公司,Taiyuan,Shanxi,ShanxiTaiyuan高新区,2018年纺织智能排产调度系统,本发明涉及纺织智能排产调度系统，用于智能制造场景。,本发明涉及纺织智能排产调度系统，用于智能制造场景。,D03D47/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000193,2018,2018,2018.0,Hohhot智造科技有限公司,Hohhot,Inner Mongolia,Inner MongoliaHohhot高新区,2018年食品灌装机器视觉检测,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,A23L5/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000194,2018,2018,2018.0,Harbin智造科技有限公司,Harbin,Heilongjiang,HeilongjiangHarbin高新区,2018年光伏组件机器视觉检测,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,H02S50/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000195,2018,2018,2018.0,Changchun智造科技有限公司,Changchun,Jilin,JilinChangchun高新区,2018年包装机械工业机器人控制,本发明涉及包装机械工业机器人控制，用于智能制造场景。,本发明涉及包装机械工业机器人控制，用于智能制造场景。,B65B57/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000196,2018,2018,2018.0,Dalian智造科技有限公司,Dalian,Liaoning,LiaoningDalian高新区,2018年电机预测性维护平台,本发明涉及电机预测性维护平台，用于智能制造场景。,本发明涉及电机预测性维护平台，用于智能制造场景。,H02K11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000197,2018,2018,2018.0,Shenyang智造科技有限公司,Shenyang,Liaoning,LiaoningShenyang高新区,2018年工程机械智能排产系统,本发明涉及工程机械智能排产系统，用于智能制造场景。,本发明涉及工程机械智能排产系统，用于智能制造场景。,F15B11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000198,2018,2018,2018.0,Tianjin智造科技有限公司,Tianjin,Tianjin,TianjinTianjin高新区,2018年机器视觉缺陷检测系统,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,H01L21/66,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000199,2018,2018,2018.0,Guangzhou智造科技有限公司,Guangzhou,Guangdong,GuangdongGuangzhou高新区,2018年工业机器人焊接产线控制,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,B25J9/16,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000200,2018,2018,2018.0,Dongguan智造科技有限公司,Dongguan,Guangdong,GuangdongDongguan高新区,2018年预测性维护设备健康管理平台,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,G05B19/418,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000201,2018,2018,2018.0,Foshan智造科技有限公司,Foshan,Guangdong,GuangdongFoshan高新区,2018年数字孪生生产线仿真优化,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,G06F30/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000202,2018,2018,2018.0,Zhuhai智造科技有限公司,Zhuhai,Guangdong,GuangdongZhuhai高新区,2018年智能质检良率分析系统,本发明涉及智能质检良率分析系统，用于智能制造场景。,本发明涉及智能质检良率分析系统，用于智能制造场景。,G01N21/88,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000203,2018,2018,2018.0,Wenzhou智造科技有限公司,Wenzhou,Zhejiang,ZhejiangWenzhou高新区,2018年智能排产调度优化方法,本发明涉及智能排产调度优化方法，用于智能制造场景。,本发明涉及智能排产调度优化方法，用于智能制造场景。,G06Q10/06,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000204,2018,2018,2018.0,Jiaxing智造科技有限公司,Jiaxing,Zhejiang,ZhejiangJiaxing高新区,2018年化工过程参数闭环控制,本发明涉及化工过程参数闭环控制，用于智能制造场景。,本发明涉及化工过程参数闭环控制，用于智能制造场景。,G05D1/02,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000205,2018,2018,2018.0,Shaoxing智造科技有限公司,Shaoxing,Zhejiang,ZhejiangShaoxing高新区,2018年智能仓储路径优化系统,本发明涉及智能仓储路径优化系统，用于智能制造场景。,本发明涉及智能仓储路径优化系统，用于智能制造场景。,G06Q10/08,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000206,2018,2018,2018.0,Yantai智造科技有限公司,Yantai,Shandong,ShandongYantai高新区,2018年工业互联网MES平台,本发明涉及工业互联网MES平台，用于智能制造场景。,本发明涉及工业互联网MES平台，用于智能制造场景。,G06F8/30,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000207,2018,2018,2018.0,Weifang智造科技有限公司,Weifang,Shandong,ShandongWeifang高新区,2018年半导体晶圆量测方法,本发明涉及半导体晶圆量测方法，用于智能制造场景。,本发明涉及半导体晶圆量测方法，用于智能制造场景。,H01L21/672,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000208,2018,2018,2018.0,Zibo智造科技有限公司,Zibo,Shandong,ShandongZibo高新区,2018年锂电池极片缺陷检测,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,H01M10/058,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000209,2018,2018,2018.0,Luoyang智造科技有限公司,Luoyang,Henan,HenanLuoyang高新区,2018年反应釜工艺参数优化,本发明涉及反应釜工艺参数优化，用于智能制造场景。,本发明涉及反应釜工艺参数优化，用于智能制造场景。,C07C1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000210,2018,2018,2018.0,Xuzhou智造科技有限公司,Xuzhou,Jiangsu,JiangsuXuzhou高新区,2018年汽车整车机器视觉检测平台,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,B60W30/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000211,2018,2018,2018.0,Nantong智造科技有限公司,Nantong,Jiangsu,JiangsuNantong高新区,2018年船舶数字孪生智能制造系统,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,B63B65/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000212,2018,2018,2018.0,Yangzhou智造科技有限公司,Yangzhou,Jiangsu,JiangsuYangzhou高新区,2018年制药智能质检包装线,本发明涉及制药智能质检包装线，用于智能制造场景。,本发明涉及制药智能质检包装线，用于智能制造场景。,A61J1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000213,2018,2018,2018.0,Zhenjiang智造科技有限公司,Zhenjiang,Jiangsu,JiangsuZhenjiang高新区,2018年钢铁冶炼过程控制优化,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,C21B7/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000214,2018,2018,2018.0,Huzhou智造科技有限公司,Huzhou,Zhejiang,ZhejiangHuzhou高新区,2018年纺织智能排产调度系统,本发明涉及纺织智能排产调度系统，用于智能制造场景。,本发明涉及纺织智能排产调度系统，用于智能制造场景。,D03D47/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
